Nº NF;OC Vinculada;Status OC;Status Sistema;Chave de Acesso
45313;000006998;não encontrada;pendente;26250427058274000198550010000453131476926404
45312;000007000;não encontrada;pendente;26250427058274000198550010000453121888267699
834530;012462397;não encontrada;pendente;35250361854147000133550040008345301717501275
39018;000002676;fechada;processada;26250360621141000587550010000390181082099507
39017;000002677;fechada;processada;26250360621141000587550010000390171437226031
1127;000002638;fechada;processada;26250349165987000193550010000011271981817409
5500;000000858;fechada;processada;33250338052139000151550010000055001000591412
193311;—;sem OC;pendente;26250324073694000155550020001933111000488427
217002;—;sem OC;pendente;26250307358761026710550010002170021345298440
23184;—;sem OC;pendente;26250342924799000152550010000231841450790208
23183;—;sem OC;pendente;26250342924799000152550010000231831952811450
23182;—;sem OC;pendente;26250342924799000152550010000231821739723495
496886;000000247;fechada;processada;26250346044053002582550010004968861401708989
3194;000001093;fechada;processada;26250331562305000110550010000031941860863683
3193;000001092;cancelada;pendente;26250331562305000110550010000031931341327716
2208;000002561;fechada;processada;41250372409576000118550010000022081282546532
238183;000213595;não encontrada;pendente;26250313596165000110550010002381831164628958
257433;000002687;fechada;processada;26250302683153000378550010002574331575420609
3192;000001091;fechada;processada;26250331562305000110550010000031921808484192
4742;000002278;fechada;processada;35250341176524000115550010000047421705523711
9227;—;sem OC;pendente;26250310724474000644550010000092271518005122
78297;000002233;fechada;processada;35250354601612000169550010000782971047301345
2064;000000038;fechada;processada;33250336380430000123550010000020641000244307
40181;000000029;fechada;processada;33250325464260000491550010000401811180401810
3188;000001085;fechada;processada;26250331562305000110550010000031881682797151
38892;000002650;fechada;processada;26250360621141000587550010000388921338304003
1343;000002574;parcial;pendente;26250349708429000127550000000013431347346642
3187;000001083;fechada;processada;26250331562305000110550010000031871425442861
17038;000002549;fechada;processada;35250312517859000151550010000170381100514352
17037;000002510;fechada;processada;35250312517859000151550010000170371697381940
73189;000002477;fechada;processada;25250302155469000982550010000731891340212452
513;000000520;fechada;processada;26250352585854000180550010000005131256971832
202120;000002393;fechada;processada;35250355474522000117550010002021201199224331
4729;000002554;fechada;processada;35250341176524000115550010000047291705523647
3181;000001076;fechada;processada;26250331562305000110550010000031811708987890
3179;000001073;fechada;processada;26250331562305000110550010000031791635052022
202030;000001880;fechada;processada;35250355474522000117550010002020301242762230
237361;000212947;não encontrada;pendente;26250313596165000110550010002373611282262170
82175;000001679;fechada;processada;35250357643645000402550020000821751204441018
40150;8994001185;não encontrada;pendente;26250300279531001218550020000401501895236914
2053;000000046;fechada;processada;33250336380430000123550010000020531000243897
2196;000002561;fechada;processada;41250372409576000118550010000021961439664899
9205;000002536;fechada;processada;26250310724474000644550010000092051518005125
3175;000001066;fechada;processada;26250331562305000110550010000031751994398114
226611;005133151;não encontrada;pendente;26250312806642000161550010002266111252532480
548927;000002533;fechada;processada;35250374671991000170550030005489271010566668
131563;000002257;fechada;processada;35250301477885000187550010001315631135843513
131562;000002392;fechada;processada;35250301477885000187550010001315621363062012
131560;000002391;fechada;processada;35250301477885000187550010001315601144433207
131559;000002296;fechada;processada;35250301477885000187550010001315591255780672
131558;000002454;fechada;processada;35250301477885000187550010001315581710000408
3170;000001063;fechada;processada;26250331562305000110550010000031701966960982
3165;000001060;fechada;processada;26250331562305000110550010000031651097785647
257233;000005475;fechada;processada;26250302683153000378550010002572331940486723
190066;—;sem OC;pendente;26250324073694000155550020001900661000480289
3089;—;sem OC;pendente;32250303182704000463550010000030891716310516
26151;000000009;fechada;processada;42250382976325000179550010000261511114601190
548228;000002504;fechada;processada;35250374671991000170550030005482281010558265
2039;000000028;fechada;processada;33250336380430000123550010000020391000242905
104971;003842766;não encontrada;pendente;26250306913480000834550020001049711827286854
2035;000000867;fechada;processada;33250336380430000123550010000020351000241276
2036;000000026;fechada;processada;33250336380430000123550010000020361000241281
39912;000000020;fechada;processada;33250325464260000491550010000399121180399126
39917;000000021;fechada;processada;33250325464260000491550010000399171180399173
377;—;sem OC;pendente;26250350981018001919550020000003771063760152
6043;111160651;não encontrada;pendente;26250342041241000129550010000060431000107717
198597;000005378;fechada;processada;35250351218089000106550500001985971117177841
332733;000002334;fechada;processada;35250330691476000187550010003327331441121017
217450;000174737;não encontrada;pendente;33250321256822000370550010002174501382919367
7581;000005102;fechada;processada;35250208103203000115550020000075811398434486
72348;000005444;fechada;processada;35250262522453000135550030000723481693725112
371444;000001538;fechada;processada;33250204062944000144550010003714441011802001
230277;000207411;não encontrada;pendente;26250213596165000110550010002302771109872379
37966;000002106;parcial;pendente;26250260621141000587550010000379661515253527
37965;000002105;fechada;processada;26250260621141000587550010000379651583231293
761;000002016;fechada;processada;26250246044053002582550020000007611624165427
2251727;031050059;não encontrada;pendente;26250210230480001960550100022517271131180042
2251725;031049967;não encontrada;pendente;26250210230480001960550100022517251131179996
4776;009001216;não encontrada;pendente;26250212007481000227550010000047761195199129
4775;009001217;não encontrada;pendente;26250212007481000227550010000047751441303210
42828;000003354;cancelada;pendente;26250227058274000198550010000428281548114434
42825;000003356;cancelada;pendente;26250227058274000198550010000428251425382609
42822;000003348;fechada;processada;26250227058274000198550010000428221970891530
3089;000000932;fechada;processada;26250231562305000110550010000030891597550196
153181;000005257;fechada;processada;35250207645541000116550010001531811971410983
238;000005439;fechada;processada;26250241728995000199550010000002381111288248
103916;003857321;não encontrada;pendente;26250206913480000834550020001039161939266685
3084;000000929;parcial;pendente;26250231562305000110550010000030841827926463
3083;000000928;fechada;processada;26250231562305000110550010000030831849794252
229794;000206980;não encontrada;pendente;26250213596165000110550010002297941133824180
3081;000000926;fechada;processada;26250231562305000110550010000030811994788174
229782;000206975;não encontrada;pendente;26250213596165000110550010002297821625619457
491615;000002155;fechada;processada;26250246044053002582550010004916151276983275
491610;000002103;fechada;processada;26250246044053002582550010004916101072181840
125236;000002152;fechada;processada;26250205092927000112550010001252361216062443
229746;000206930;não encontrada;pendente;26250213596165000110550010002297461764876126
229745;000206929;não encontrada;pendente;26250213596165000110550010002297451910688174
229744;000206925;não encontrada;pendente;26250213596165000110550010002297441343164877
229741;000206927;não encontrada;pendente;26250213596165000110550010002297411827925475
229740;000206928;não encontrada;pendente;26250213596165000110550010002297401504467060
229698;000206896;não encontrada;pendente;26250213596165000110550010002296981452190157
4600;000002012;fechada;processada;35250241176524000115550010000046001705523003
3079;000000922;parcial;pendente;26250231562305000110550010000030791015201286
120031;—;sem OC;pendente;26250224380578002041554000001200311261340472
120046;1065016533;não encontrada;pendente;26250218217682000154550010001200461194246162
125207;000002029;fechada;processada;26250205092927000112550010001252071258118879
